,gi,AccNum,Name,Topology,BaltimoreClass,Order,Family,Subfamily,Genera,Lineage
3207,29565721,NC_004678.1,Staphylococcus phage 44AHJD,linear,1,Caudovirales,Podoviridae,Picovirinae,Ahjdlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; Ahjdlikevirus."
3208,66395656,NC_007054.1,Staphylococcus phage 47,linear,1,Caudovirales,Siphoviridae,,3alikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 3alikevirus."
3209,66396267,NC_007062.1,Staphylococcus phage 52A,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3210,66395370,NC_007049.1,Staphylococcus phage 53,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3211,66396113,NC_007060.1,Staphylococcus phage 55,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3212,66395187,NC_007046.1,Staphylococcus phage 66,linear,1,Caudovirales,Podoviridae,Picovirinae,Ahjdlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; Ahjdlikevirus; unclassified AHJD-like viruses."
3213,66395293,NC_007048.1,Staphylococcus phage 69,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3214,658310315,NC_024355.1,Staphylococcus phage 6ec,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3215,66396040,NC_007059.1,Staphylococcus phage 71,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3216,41189515,NC_005356.1,Staphylococcus phage 77,linear,1,Caudovirales,Siphoviridae,,77likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 77likevirus."
3217,148717842,NC_009526.1,Staphylococcus phage 80alpha,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3218,66394870,NC_007050.1,Staphylococcus phage 85,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3219,66396333,NC_007063.1,Staphylococcus phage 88,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3220,66396406,NC_007064.1,Staphylococcus phage 92,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3221,66395885,NC_007057.1,Staphylococcus phage 96,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3222,119953678,NC_008722.1,Staphylococcus phage CNPH82,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3223,658608029,NC_024391.1,Staphylococcus phage DW2,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3224,66395807,NC_007056.1,Staphylococcus phage EW,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3225,66394949,NC_007066.1,Staphylococcus phage G1,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus."
3226,418487912,NC_019448.1,Staphylococcus phage GH15,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3227,589892962,NC_023550.1,Staphylococcus phage GRCS,linear,1,Caudovirales,Podoviridae,Picovirinae,Ahjdlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; Ahjdlikevirus; unclassified AHJD-like viruses."
3228,428782997,NC_019726.1,Staphylococcus phage JD007,circular,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3229,538397808,NC_021773.2,Staphylococcus phage JS01,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3230,657184119,NC_005880.2,Staphylococcus phage K,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus."
3231,712912451,NC_025426.1,Staphylococcus phage P108,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3232,257136356,NC_013195.1,Staphylococcus phage P954,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3233,119967833,NC_008723.1,Staphylococcus phage PH15,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3234,29028617,NC_004616.1,Staphylococcus phage Phi12,linear,1,Caudovirales,Siphoviridae,,3alikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 3alikevirus."
3235,29028667,NC_004617.1,Staphylococcus phage 13,linear,1,Caudovirales,Siphoviridae,,77likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 77likevirus."
3236,209363552,NC_011344.1,Staphylococcus phage phi2958PVL,linear,-1,,,,, Viruses; unclassified phages.
3237,431810244,NC_019921.1,Staphylococcus phage phi5967PVL,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3238,448244641,NC_020199.1,Staphylococcus phage phi7401PVL,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3239,744692776,NC_026016.1,Staphylococcus phage phiBU01,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3240,122891714,NC_008798.1,Staphylococcus phage phiETA2,circular,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3241,122891784,NC_008799.1,Staphylococcus phage phiETA3,circular,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3242,17426228,NC_003288.1,Staphylococcus phage phiETA,circular,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3243,162290107,NC_010147.1,Staphylococcus phage phiMR11,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3244,189427122,NC_010808.1,Staphylococcus phage phiMR25,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3245,30043925,NC_004740.1,Staphylococcus phage phiN315,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3246,118725053,NC_008617.1,Staphylococcus phage phiNM3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3247,118430724,NC_008583.1,Staphylococcus phage phiNM,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3248,119443652,NC_008689.1,Staphylococcus phage Pvl108,linear,1,Caudovirales,Siphoviridae,,77likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 77likevirus."
3249,239507361,NC_012784.1,Staphylococcus phage phiPVL-CN125,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
3250,560185957,NC_022914.1,Staphylococcus phage phiRS7,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3251,589286664,NC_023573.1,Staphylococcus phage phiSA012,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3252,215401108,NC_011612.1,Staphylococcus phage Ipla35,linear,1,Caudovirales,Siphoviridae,,3alikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 3alikevirus."
3253,215401171,NC_011614.1,Staphylococcus phage Ipla88,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3254,47073736,NC_002661.2,Staphylococcus phage Slt,linear,1,Caudovirales,Siphoviridae,,3alikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; 3alikevirus."
3255,66395164,NC_007045.1,Staphylococcus phage PT1028,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
3256,9635165,NC_002321.1,Staphylococcus phage PVL,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3257,66395965,NC_007058.1,Staphylococcus phage ROSA,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
3258,371671319,NC_016565.1,Staphylococcus phage S24-1,linear,1,Caudovirales,Podoviridae,Picovirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae."
3259,561133277,NC_022920.1,Staphylococcus phage S25-3,circular,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3260,561133064,NC_022918.1,Staphylococcus phage S25-4,circular,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3261,422935575,NC_019511.1,Staphylococcus phage SA11,linear,1,Caudovirales,,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales."
3262,526178036,NC_021801.1,Staphylococcus phage SA12,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3263,526244872,NC_021863.1,Staphylococcus phage SA13,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3264,304443238,NC_014460.1,Staphylococcus phage Sap26,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3265,157738587,NC_009875.1,Staphylococcus phage SAP-2,linear,1,Caudovirales,Podoviridae,Picovirinae,Ahjdlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; Ahjdlikevirus; unclassified AHJD-like viruses."
3266,564292828,NC_023009.1,Staphylococcus phage Sb-1,linear,1,Caudovirales,Myoviridae,Spounavirinae,Spounalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Spounalikevirus; unclassified SPO1-like viruses."
3267,422935796,NC_019513.1,Staphylococcus phage SMSAP5,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3268,399498862,NC_018277.1,Staphylococcus phage SpaA1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3269,509140090,NC_021326.1,Staphylococcus phage StauST398-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3270,509139878,NC_021323.1,Staphylococcus phage StauST398-2,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3271,509140939,NC_021332.1,Staphylococcus phage StauST398-3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3272,588498242,NC_023499.1,Staphylococcus phage StauST398-4,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3273,588498308,NC_023500.1,Staphylococcus phage StauST398-5,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3274,461475022,NC_020490.1,Staphylococcus phage StB12,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3275,431809730,NC_019915.1,Staphylococcus phage StB20,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3276,431809676,NC_019914.1,Staphylococcus phage StB27,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3277,388570316,NC_017968.1,Staphylococcus phage TEM123,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3278,157102936,NC_009761.2,Staphylococcus phage tp310-1,linear,-1,,,,, Viruses; unclassified phages.
3279,157102937,NC_009762.2,Staphylococcus phage tp310-2,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3280,157102938,NC_009763.2,Staphylococcus phage tp310-3,linear,-1,,,,, Viruses; unclassified phages.
3281,66391255,NC_007021.1,Staphylococcus phage Twort,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus."
3282,530787450,NC_022090.1,Staphylococcus phage vB_SauM_Remus,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3283,472437772,NC_020877.1,Staphylococcus phage vB_SauM_Romulus,linear,1,Caudovirales,Myoviridae,Spounavirinae,Twortlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Twortlikevirus; unclassified Twortlikevirus."
3284,399528895,NC_018281.1,Staphylococcus phage Ipla5,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3285,399529119,NC_018284.1,Staphylococcus phage Ipla7,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3286,589891425,NC_023582.1,Staphylococcus phage vB_SepS_SEP9,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3287,66394670,NC_007065.1,Staphylococcus phage X2,linear,1,Caudovirales,Siphoviridae,,Phietalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietalikevirus."
3288,557308055,NC_022758.1,Staphylococcus phage YMC/09/04/R1988,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3289,9635677,NC_002486.1,Staphylococcus prophage phiPV83,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3290,96980764,NC_008033.1,Starling circovirus,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus.
3291,194268060,NC_011050.1,Steller sea lion vesivirus,linear,4,,Caliciviridae,,Vesivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; unclassified Vesivirus."
3292,414090084,NC_019416.1,Stenotrophomonas phage IME15,linear,1,Caudovirales,Podoviridae,Autographivirinae,T7likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7likevirus."
3293,363542401,NC_015586.1,Stenotrophomonas phage phiSHP2,circular,2,,Inoviridae,,, Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.
3294,514361131,NC_021569.1,Stenotrophomonas phage phiSMA7,circular,2,,Inoviridae,,, Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.
3295,70727678,NC_007189.1,Stenotrophomonas phage phiSMA9,circular,-1,,,,, Viruses; unclassified phages.
3296,213163898,NC_011589.1,Stenotrophomonas phage S1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3297,589891988,NC_023588.1,Stenotrophomonas phage Smp131,circular,1,Caudovirales,Myoviridae,Peduovirinae,P2likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2likevirus."
3298,441432838,NC_020106.1,STL polyomavirus,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
3299,115304324,NC_008366.1,Strawberry chlorotic fleck-associated virus,linear,4,,Closteroviridae,,Closterovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Closterovirus."
3300,20806077,NC_003848.1,Strawberry latent ringspot virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; Large single stranded RNA satellites.
3301,20522103,NC_003794.1,Strawberry mild yellow edge virus,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
3302,9628900,NC_001725.1,Strawberry vein banding virus,linear,7,,Caulimoviridae,,Caulimovirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Caulimovirus.
3303,115350051,NC_008365.1,Streptocarpus flower break virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
3304,588295077,NC_023503.1,Streptococcus phage 20617,linear,-1,,,,, Viruses; unclassified phages.
3305,66391759,NC_007019.1,Streptococcus phage 2972,linear,1,Caudovirales,Siphoviridae,,Sfi1unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi1unalikevirus."
3306,238801880,NC_012753.1,Streptococcus phage 5093,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3307,9634626,NC_002185.1,Streptococcus phage 7201,linear,1,Caudovirales,Siphoviridae,,Sfi21dtunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dtunalikevirus."
3308,168229273,NC_010353.1,Streptococcus phage 858,linear,1,Caudovirales,Siphoviridae,,Sfi1unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi1unalikevirus."
3309,281416385,NC_013645.1,Streptococcus phage Abc2,linear,1,Caudovirales,Siphoviridae,,Sfi21dtunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dtunalikevirus."
3310,273809728,NC_013598.1,Streptococcus phage Alq132,linear,1,Caudovirales,Siphoviridae,,Sfi1unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi1unalikevirus."
3311,31072008,NC_004814.1,Streptococcus phage C1,linear,1,Caudovirales,Podoviridae,Picovirinae,Ahjdlikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; Ahjdlikevirus."
3312,9629524,NC_001825.1,Streptococcus phage Cp-1,linear,1,Caudovirales,Podoviridae,Picovirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; unassigned Picovirinae."
3313,658307475,NC_024361.1,Streptococcus phage DCC1738,linear,-1,,,,, Viruses; unclassified phages.
3314,327198314,NC_015274.1,Streptococcus phage Dp-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3315,29165635,NC_002072.2,Streptococcus phage DT1,linear,1,Caudovirales,Siphoviridae,,Sfi21dtunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dtunalikevirus."
3316,39653674,NC_005294.1,Streptococcus phage EJ-1,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
3317,658307760,NC_024370.1,Streptococcus phage IC1,linear,-1,,,,, Viruses; unclassified phages.
3318,658307233,NC_024357.1,Streptococcus phage K13,linear,-1,,,,, Viruses; unclassified phages.
3319,242345571,NC_012884.1,Streptococcus phage M102,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3320,26553442,NC_003050.2,Streptococcus phage MM1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3321,23455848,NC_004303.1,Streptococcus phage O1205,linear,1,Caudovirales,Siphoviridae,,Sfi1unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi1unalikevirus."
3322,157311135,NC_009819.1,Streptococcus phage P9,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3323,238821317,NC_012756.1,Streptococcus phage PH10,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3324,190151415,NC_010945.1,Streptococcus phage PH15,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3325,126011062,NC_009018.1,Streptococcus phage phi3396,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3326,557745636,NC_022791.1,Streptococcus phage phiBHN167,circular,-1,,,,, Viruses; unclassified phages.
3327,414090203,NC_019418.1,Streptococcus phage phiNJ2,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3328,9634983,NC_002214.1,Streptococcus phage Sfi11,linear,1,Caudovirales,Siphoviridae,,Sfi1unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi1unalikevirus."
3329,9632893,NC_000871.1,Streptococcus phage Sfi19,linear,1,Caudovirales,Siphoviridae,,Sfi21dtunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dtunalikevirus."
3330,9632937,NC_000872.1,Streptococcus phage Sfi21,linear,1,Caudovirales,Siphoviridae,,Sfi21dtunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dtunalikevirus."
3331,32469420,NC_004996.1,Streptococcus phage SM1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3332,393707861,NC_008721.2,Streptococcus phage SMP,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3333,526246099,NC_021868.1,Streptococcus phage SPQS1,circular,1,Caudovirales,Siphoviridae,,Sap6likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sap6likevirus."
3334,557428123,NC_022776.1,Streptococcus phage TP-778L,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3335,444475874,NC_020197.1,Streptococcus phage TP-J34,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3336,28876145,NC_004584.1,Streptococcus pyogenes phage 315.1,linear,-1,,,,, Viruses; unclassified phages.
3337,28876202,NC_004585.1,Streptococcus pyogenes phage 315.2,linear,-1,,,,, Viruses; unclassified phages.
3338,28876263,NC_004586.1,Streptococcus pyogenes phage 315.3,linear,-1,,,,, Viruses; unclassified phages.
3339,28876316,NC_004587.1,Streptococcus pyogenes phage 315.4,linear,-1,,,,, Viruses; unclassified phages.
3340,28876381,NC_004588.1,Streptococcus pyogenes phage 315.5,linear,-1,,,,, Viruses; unclassified phages.
3341,28876437,NC_004589.1,Streptococcus pyogenes phage 315.6,linear,-1,,,,, Viruses; unclassified phages.
3342,408905848,NC_018853.1,Streptomyce phage TG1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3343,508177721,NC_021298.1,Streptomyces phage Lika,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3344,93007408,NC_007967.1,Streptomyces phage mu1/6,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3345,40806958,NC_004664.2,Streptomyces phage phiBT1,linear,1,Caudovirales,Siphoviridae,,Phic3unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic3unalikevirus."
3346,40807285,NC_001978.2,Streptomyces phage phiC31,linear,1,Caudovirales,Siphoviridae,,Phic3unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic3unalikevirus."
3347,408905831,NC_018836.1,Streptomyces phage phiHau3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3348,298103485,NC_014229.1,Streptomyces phage phiSASD1,linear,1,Caudovirales,Siphoviridae,,Phic3unalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic3unalikevirus; unclassified Phic3unalikevirus."
3349,414089985,NC_019414.1,Streptomyces phage R4,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3350,508178941,NC_021304.1,Streptomyces phage Sujidade,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
3351,408905843,NC_018848.1,Streptomyces phage SV1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
